old_id,new_id
BBEAR_00016642,PB.4595.1
BBEAR_00016641,PB.4595.2
BBEAR_00018576,PB.4595.3
BBEAR_00018577,PB.4595.4
BBEAR_00018578,PB.4595.5
BBEAR_00018580,PB.4595.6
BBEAR_00018579,PB.4595.7
BBEAR_00018581,PB.4595.8
BBEAR_00018582,PB.4595.9
BBEAR_00018583,PB.4595.10
BBEAR_00018584,PB.4595.11
BBEAR_00016643,PB.4595.12
BBEAR_00018585,PB.4595.13
BBEAR_00018586,PB.4595.14
BBEAR_00016644,PB.4596.1
BBEAR_00016645,PB.4596.2
BBEAR_00016646,PB.4596.3
BBEAR_00016648,PB.4596.4
BBEAR_00016647,PB.4596.5
BBEAR_00018587,PB.4596.6
BBEAR_00018588,PB.4597.1
BBEAR_00016649,PB.4597.2
BBEAR_00016651,PB.4597.3
BBEAR_00016650,PB.4597.4
BBEAR_00018591,PB.4597.5
BBEAR_00018593,PB.4597.6
BBEAR_00018592,PB.4597.7
BBEAR_00018590,PB.4597.8
BBEAR_00018589,PB.4597.9
BBEAR_00018596,PB.4597.10
BBEAR_00018595,PB.4597.11
BBEAR_00018594,PB.4597.12
BBEAR_00018597,PB.4597.13
BBEAR_00018598,PB.4597.14
BBEAR_00016652,PB.4598.1
BBEAR_00018599,PB.4598.2
BBEAR_00016653,PB.4598.3
BBEAR_00016656,PB.4598.4
BBEAR_00016655,PB.4598.5
BBEAR_00016654,PB.4598.6
BBEAR_00016657,PB.4599.1
BBEAR_00016658,PB.4600.1
BBEAR_00016660,PB.4601.1
BBEAR_00016659,PB.4601.2
BBEAR_00016661,PB.4602.1
BBEAR_00016662,PB.4602.2
BBEAR_00018600,PB.4602.3
BBEAR_00018601,PB.4602.4
BBEAR_00018602,PB.4602.5
BBEAR_00016663,PB.4603.1
BBEAR_00016664,PB.4603.2
BBEAR_00016665,PB.4604.1
BBEAR_00016666,PB.4605.1
BBEAR_00016667,PB.4606.1
BBEAR_00016668,PB.4606.2
BBEAR_00016669,PB.4607.1
BBEAR_00018603,PB.4607.2
BBEAR_00016670,PB.4608.1
BBEAR_00016671,PB.4609.1
BBEAR_00018604,PB.4609.2
BBEAR_00018605,PB.4609.3
BBEAR_00018606,PB.4609.4
BBEAR_00018608,PB.4609.5
BBEAR_00018607,PB.4609.6
BBEAR_00018609,PB.4609.7
BBEAR_00018612,PB.4609.8
BBEAR_00018611,PB.4609.9
BBEAR_00018610,PB.4609.10
BBEAR_00018613,PB.4609.11
BBEAR_00018614,PB.4609.12
BBEAR_00018615,PB.4609.13
BBEAR_00018616,PB.4610.1
BBEAR_00018617,PB.4610.2
BBEAR_00018621,PB.4610.3
BBEAR_00018620,PB.4610.4
BBEAR_00018619,PB.4610.5
BBEAR_00018618,PB.4610.6
BBEAR_00018624,PB.4610.7
BBEAR_00018625,PB.4610.8
BBEAR_00018626,PB.4610.9
BBEAR_00018623,PB.4610.10
BBEAR_00018622,PB.4610.11
BBEAR_00018627,PB.4610.12
BBEAR_00018628,PB.4610.13
BBEAR_00016672,PB.4610.14
BBEAR_00018629,PB.4610.15
BBEAR_00018632,PB.4610.16
BBEAR_00018631,PB.4610.17
BBEAR_00018630,PB.4610.18
BBEAR_00018633,PB.4610.19
BBEAR_00018634,PB.4610.20
BBEAR_00018635,PB.4610.21
BBEAR_00016675,PB.4611.1
BBEAR_00016674,PB.4611.2
BBEAR_00016673,PB.4611.3
BBEAR_00016677,PB.4611.4
BBEAR_00016676,PB.4611.5
BBEAR_00016678,PB.4612.1
BBEAR_00018636,PB.4612.2
BBEAR_00018637,PB.4612.3
BBEAR_00016680,PB.4613.1
BBEAR_00016679,PB.4613.2
BBEAR_00016681,PB.4614.1
BBEAR_00018638,PB.4614.2
BBEAR_00016682,PB.4615.1
BBEAR_00018639,PB.4615.2
BBEAR_00018640,PB.4615.3
BBEAR_00018641,PB.4615.4
BBEAR_00018642,PB.4615.5
BBEAR_00016683,PB.4615.6
BBEAR_00018643,PB.4615.7
BBEAR_00016684,PB.4616.1
BBEAR_00016686,PB.4617.1
BBEAR_00016687,PB.4617.2
BBEAR_00016688,PB.4617.3
BBEAR_00016689,PB.4617.4
BBEAR_00018644,PB.4617.5
BBEAR_00018645,PB.4617.6
BBEAR_00018646,PB.4617.7
BBEAR_00016685,PB.4617.8
BBEAR_00016690,PB.4618.1
BBEAR_00016692,PB.4619.1
BBEAR_00016691,PB.4619.2
BBEAR_00016693,PB.4619.3
BBEAR_00016695,PB.4620.1
BBEAR_00016694,PB.4620.2
BBEAR_00016696,PB.4621.1
BBEAR_00016697,PB.4621.2
BBEAR_00016698,PB.4621.3
BBEAR_00016699,PB.4621.4
BBEAR_00016700,PB.4621.5
BBEAR_00016703,PB.4622.1
BBEAR_00016704,PB.4622.2
BBEAR_00016702,PB.4622.3
BBEAR_00016701,PB.4622.4
BBEAR_00018647,PB.4622.5
BBEAR_00018648,PB.4622.6
BBEAR_00018649,PB.4622.7
BBEAR_00018650,PB.4622.8
BBEAR_00016705,PB.4623.1
BBEAR_00016706,PB.4624.1
BBEAR_00018651,PB.4625.1
BBEAR_00018652,PB.4625.2
BBEAR_00018653,PB.4625.3
BBEAR_00018654,PB.4625.4
BBEAR_00018655,PB.4625.5
BBEAR_00018657,PB.4625.6
BBEAR_00018656,PB.4625.7
BBEAR_00018658,PB.4625.8
BBEAR_00018659,PB.4625.9
BBEAR_00018660,PB.4625.10
BBEAR_00018661,PB.4625.11
BBEAR_00016707,PB.4625.12
BBEAR_00018662,PB.4625.13
BBEAR_00018663,PB.4625.14
BBEAR_00018664,PB.4625.15
BBEAR_00018665,PB.4625.16
BBEAR_00016708,PB.4626.1
BBEAR_00018666,PB.4627.1
BBEAR_00016711,PB.4627.2
BBEAR_00016710,PB.4627.3
BBEAR_00016709,PB.4627.4
BBEAR_00016714,PB.4627.5
BBEAR_00016715,PB.4627.6
BBEAR_00016713,PB.4627.7
BBEAR_00016712,PB.4627.8
BBEAR_00016716,PB.4627.9
BBEAR_00016717,PB.4627.10
BBEAR_00016718,PB.4627.11
BBEAR_00016719,PB.4628.1
BBEAR_00016720,PB.4629.1
BBEAR_00016721,PB.4630.1
BBEAR_00016723,PB.4631.1
BBEAR_00016725,PB.4631.2
BBEAR_00016724,PB.4631.3
BBEAR_00016722,PB.4631.4
BBEAR_00016726,PB.4631.5
BBEAR_00018667,PB.4631.6
BBEAR_00018668,PB.4632.1
BBEAR_00018669,PB.4632.2
BBEAR_00016727,PB.4632.3
BBEAR_00018670,PB.4632.4
BBEAR_00016728,PB.4633.1
BBEAR_00018671,PB.4633.2
BBEAR_00016729,PB.4633.3
BBEAR_00018672,PB.4633.4
BBEAR_00018679,PB.4633.5
BBEAR_00018681,PB.4633.6
BBEAR_00018683,PB.4633.7
BBEAR_00018685,PB.4633.8
BBEAR_00018687,PB.4633.9
BBEAR_00018686,PB.4633.10
BBEAR_00018684,PB.4633.11
BBEAR_00018682,PB.4633.12
BBEAR_00018680,PB.4633.13
BBEAR_00018678,PB.4633.14
BBEAR_00018675,PB.4633.15
BBEAR_00018677,PB.4633.16
BBEAR_00018676,PB.4633.17
BBEAR_00018674,PB.4633.18
BBEAR_00018673,PB.4633.19
BBEAR_00018695,PB.4633.20
BBEAR_00018691,PB.4633.21
BBEAR_00018693,PB.4633.22
BBEAR_00018694,PB.4633.23
BBEAR_00018692,PB.4633.24
BBEAR_00018690,PB.4633.25
BBEAR_00018689,PB.4633.26
BBEAR_00018688,PB.4633.27
BBEAR_00018701,PB.4633.28
BBEAR_00018702,PB.4633.29
BBEAR_00018700,PB.4633.30
BBEAR_00018698,PB.4633.31
BBEAR_00018699,PB.4633.32
BBEAR_00018697,PB.4633.33
BBEAR_00018696,PB.4633.34
BBEAR_00018704,PB.4633.35
BBEAR_00018703,PB.4633.36
BBEAR_00018705,PB.4634.1
BBEAR_00018706,PB.4634.2
BBEAR_00018707,PB.4634.3
BBEAR_00018708,PB.4634.4
BBEAR_00016730,PB.4634.5
BBEAR_00016731,PB.4635.1
BBEAR_00016732,PB.4635.2
BBEAR_00018709,PB.4635.3
BBEAR_00018710,PB.4636.1
BBEAR_00016733,PB.4636.2
BBEAR_00018711,PB.4636.3
BBEAR_00018712,PB.4636.4
BBEAR_00018713,PB.4636.5
BBEAR_00018714,PB.4636.6
BBEAR_00018715,PB.4637.1
BBEAR_00018716,PB.4637.2
BBEAR_00018717,PB.4637.3
BBEAR_00016734,PB.4637.4
BBEAR_00016735,PB.4637.5
BBEAR_00018718,PB.4637.6
BBEAR_00018719,PB.4637.7
BBEAR_00016736,PB.4637.8
BBEAR_00016738,PB.4637.9
BBEAR_00016737,PB.4637.10
BBEAR_00016739,PB.4637.11
BBEAR_00016741,PB.4637.12
BBEAR_00016740,PB.4637.13
BBEAR_00018720,PB.4637.14
BBEAR_00016742,PB.4637.15
BBEAR_00016743,PB.4638.1
BBEAR_00016746,PB.4639.1
BBEAR_00016747,PB.4639.2
BBEAR_00016745,PB.4639.3
BBEAR_00016744,PB.4639.4
BBEAR_00018721,PB.4639.5
BBEAR_00018722,PB.4639.6
BBEAR_00018723,PB.4639.7
BBEAR_00018727,PB.4639.8
BBEAR_00018728,PB.4639.9
BBEAR_00018726,PB.4639.10
BBEAR_00018725,PB.4639.11
BBEAR_00018724,PB.4639.12
BBEAR_00018730,PB.4639.13
BBEAR_00018729,PB.4639.14
BBEAR_00018731,PB.4639.15
BBEAR_00018732,PB.4639.16
BBEAR_00018733,PB.4639.17
BBEAR_00018734,PB.4639.18
BBEAR_00016749,PB.4640.1
BBEAR_00016748,PB.4640.2
BBEAR_00016750,PB.4641.1
BBEAR_00016751,PB.4642.1
BBEAR_00016752,PB.4643.1
BBEAR_00016753,PB.4644.1
BBEAR_00018735,PB.4644.2
BBEAR_00018736,PB.4645.1
BBEAR_00016754,PB.4645.2
BBEAR_00016755,PB.4645.3
BBEAR_00016757,PB.4646.1
BBEAR_00016756,PB.4646.2
BBEAR_00016758,PB.4646.3
BBEAR_00016759,PB.4646.4
BBEAR_00016760,PB.4646.5
BBEAR_00018737,PB.4646.6
BBEAR_00018738,PB.4646.7
BBEAR_00018739,PB.4646.8
BBEAR_00018740,PB.4646.9
BBEAR_00018741,PB.4646.10
BBEAR_00018742,PB.4646.11
BBEAR_00016761,PB.4646.12
BBEAR_00018743,PB.4646.13
BBEAR_00016764,PB.4647.1
BBEAR_00016763,PB.4647.2
BBEAR_00016762,PB.4647.3
BBEAR_00018744,PB.4647.4
BBEAR_00018745,PB.4647.5
BBEAR_00016765,PB.4648.1
BBEAR_00016766,PB.4648.2
BBEAR_00016768,PB.4648.3
BBEAR_00016767,PB.4648.4
BBEAR_00016769,PB.4648.5
BBEAR_00016770,PB.4648.6
BBEAR_00016771,PB.4649.1
BBEAR_00016773,PB.4649.2
BBEAR_00016772,PB.4649.3
BBEAR_00016774,PB.4650.1
BBEAR_00016775,PB.4651.1
BBEAR_00016777,PB.4652.1
BBEAR_00016776,PB.4652.2
BBEAR_00016778,PB.4653.1
BBEAR_00018746,PB.4654.1
BBEAR_00018747,PB.4654.2
BBEAR_00016780,PB.4654.3
BBEAR_00018748,PB.4654.4
BBEAR_00016779,PB.4654.5
BBEAR_00016781,PB.4654.6
BBEAR_00018749,PB.4655.1
BBEAR_00018750,PB.4655.2
BBEAR_00018752,PB.4655.3
BBEAR_00018751,PB.4655.4
BBEAR_00018753,PB.4655.5
BBEAR_00016782,PB.4655.6
BBEAR_00018754,PB.4655.7
BBEAR_00018756,PB.4655.8
BBEAR_00018755,PB.4655.9
BBEAR_00018757,PB.4655.10
BBEAR_00016783,PB.4656.1
BBEAR_00018758,PB.4657.1
BBEAR_00018759,PB.4657.2
BBEAR_00018760,PB.4657.3
BBEAR_00018761,PB.4657.4
BBEAR_00018762,PB.4657.5
BBEAR_00018764,PB.4657.6
BBEAR_00018763,PB.4657.7
BBEAR_00016784,PB.4657.8
BBEAR_00018765,PB.4657.9
BBEAR_00018766,PB.4657.10
BBEAR_00016785,PB.4658.1
BBEAR_00016787,PB.4659.1
BBEAR_00016786,PB.4659.2
BBEAR_00018767,PB.4659.3
BBEAR_00018768,PB.4659.4
BBEAR_00018769,PB.4659.5
BBEAR_00018770,PB.4659.6
BBEAR_00016788,PB.4659.7
BBEAR_00018771,PB.4659.8
BBEAR_00018774,PB.4659.9
BBEAR_00018773,PB.4659.10
BBEAR_00018772,PB.4659.11
BBEAR_00018775,PB.4659.12
BBEAR_00018776,PB.4659.13
BBEAR_00018777,PB.4659.14
BBEAR_00016789,PB.4659.15
BBEAR_00018778,PB.4659.16
BBEAR_00016791,PB.4660.1
BBEAR_00018779,PB.4660.2
BBEAR_00018780,PB.4660.3
BBEAR_00018781,PB.4660.4
BBEAR_00016792,PB.4660.5
BBEAR_00018782,PB.4660.6
BBEAR_00016790,PB.4660.7
BBEAR_00018783,PB.4660.8
BBEAR_00018784,PB.4660.9
BBEAR_00018785,PB.4660.10
BBEAR_00018786,PB.4660.11
BBEAR_00018787,PB.4660.12
BBEAR_00018788,PB.4660.13
BBEAR_00018789,PB.4661.1
BBEAR_00018790,PB.4661.2
BBEAR_00016793,PB.4661.3
BBEAR_00018791,PB.4661.4
BBEAR_00018792,PB.4661.5
BBEAR_00018793,PB.4661.6
BBEAR_00018794,PB.4661.7
BBEAR_00018796,PB.4661.8
BBEAR_00018795,PB.4661.9
BBEAR_00016795,PB.4661.10
BBEAR_00016794,PB.4661.11
BBEAR_00018797,PB.4661.12
BBEAR_00018798,PB.4661.13
BBEAR_00018799,PB.4661.14
BBEAR_00018800,PB.4661.15
BBEAR_00016796,PB.4661.16
BBEAR_00016797,PB.4661.17
BBEAR_00018801,PB.4661.18
BBEAR_00016798,PB.4661.19
BBEAR_00018802,PB.4661.20
BBEAR_00018803,PB.4662.1
BBEAR_00018804,PB.4662.2
BBEAR_00018805,PB.4662.3
BBEAR_00018806,PB.4662.4
BBEAR_00016800,PB.4662.5
BBEAR_00016801,PB.4662.6
BBEAR_00018807,PB.4662.7
BBEAR_00018808,PB.4662.8
BBEAR_00016799,PB.4662.9
BBEAR_00018809,PB.4662.10
BBEAR_00018810,PB.4662.11
BBEAR_00018811,PB.4662.12
BBEAR_00016802,PB.4662.13
BBEAR_00016803,PB.4663.1
BBEAR_00016804,PB.4663.2
BBEAR_00016805,PB.4664.1
BBEAR_00018812,PB.4664.2
BBEAR_00018813,PB.4664.3
BBEAR_00018814,PB.4664.4
BBEAR_00018815,PB.4664.5
BBEAR_00016806,PB.4664.6
BBEAR_00016807,PB.4664.7
BBEAR_00018816,PB.4664.8
BBEAR_00016808,PB.4665.1
BBEAR_00018817,PB.4665.2
BBEAR_00016809,PB.4666.1
BBEAR_00018818,PB.4666.2
BBEAR_00018819,PB.4666.3
BBEAR_00018820,PB.4667.1
BBEAR_00016810,PB.4667.2
BBEAR_00018821,PB.4667.3
BBEAR_00016813,PB.4667.4
BBEAR_00016814,PB.4667.5
BBEAR_00016815,PB.4667.6
BBEAR_00016816,PB.4667.7
BBEAR_00016811,PB.4668.1
BBEAR_00016812,PB.4669.1
BBEAR_00016817,PB.4670.1
BBEAR_00018822,PB.4670.2
BBEAR_00018823,PB.4670.3
BBEAR_00018824,PB.4670.4
BBEAR_00018825,PB.4670.5
BBEAR_00018826,PB.4670.6
BBEAR_00018827,PB.4670.7
BBEAR_00016818,PB.4671.1
BBEAR_00016819,PB.4672.1
BBEAR_00018828,PB.4672.2
BBEAR_00016820,PB.4672.3
BBEAR_00016821,PB.4673.1
BBEAR_00018829,PB.4674.1
BBEAR_00018830,PB.4674.2
BBEAR_00016822,PB.4674.3
BBEAR_00018831,PB.4674.4
BBEAR_00018832,PB.4674.5
BBEAR_00016823,PB.4675.1
BBEAR_00016824,PB.4676.1
BBEAR_00016825,PB.4676.2
BBEAR_00016827,PB.4676.3
BBEAR_00016826,PB.4676.4
BBEAR_00016828,PB.4676.5
BBEAR_00016829,PB.4676.6
BBEAR_00016830,PB.4676.7
BBEAR_00016831,PB.4676.8
BBEAR_00018833,PB.4677.1
BBEAR_00016832,PB.4677.2
BBEAR_00018834,PB.4677.3
BBEAR_00016833,PB.4677.4
BBEAR_00018835,PB.4677.5
BBEAR_00016834,PB.4678.1
BBEAR_00016835,PB.4679.1
BBEAR_00016836,PB.4680.1
BBEAR_00016837,PB.4681.1
BBEAR_00016838,PB.4682.1
BBEAR_00016839,PB.4683.1
BBEAR_00016840,PB.4684.1
BBEAR_00016841,PB.4684.2
BBEAR_00016842,PB.4685.1
BBEAR_00016843,PB.4686.1
BBEAR_00018836,PB.4686.2
BBEAR_00016844,PB.4687.1
BBEAR_00016847,PB.4688.1
BBEAR_00016846,PB.4688.2
BBEAR_00016845,PB.4688.3
BBEAR_00016849,PB.4688.4
BBEAR_00016848,PB.4688.5
BBEAR_00016850,PB.4688.6
BBEAR_00016851,PB.4688.7
BBEAR_00016852,PB.4689.1
BBEAR_00016853,PB.4689.2
BBEAR_00016854,PB.4689.3
BBEAR_00016855,PB.4690.1
BBEAR_00016856,PB.4690.2
BBEAR_00018837,PB.4690.3
BBEAR_00018838,PB.4690.4
BBEAR_00018839,PB.4690.5
BBEAR_00016857,PB.4691.1
BBEAR_00016858,PB.4692.1
BBEAR_00018840,PB.4693.1
BBEAR_00016860,PB.4694.1
BBEAR_00016859,PB.4694.2
BBEAR_00018841,PB.4694.3
BBEAR_00018842,PB.4694.4
BBEAR_00018843,PB.4694.5
BBEAR_00018846,PB.4694.6
BBEAR_00018845,PB.4694.7
BBEAR_00018844,PB.4694.8
BBEAR_00018847,PB.4694.9
BBEAR_00018849,PB.4694.10
BBEAR_00018848,PB.4694.11
BBEAR_00018851,PB.4694.12
BBEAR_00018850,PB.4694.13
BBEAR_00018852,PB.4694.14
BBEAR_00018853,PB.4694.15
BBEAR_00018854,PB.4694.16
BBEAR_00016862,PB.4695.1
BBEAR_00016861,PB.4695.2
BBEAR_00016863,PB.4695.3
BBEAR_00018856,PB.4695.4
BBEAR_00018855,PB.4695.5
BBEAR_00018857,PB.4695.6
BBEAR_00016865,PB.4695.7
BBEAR_00016866,PB.4695.8
BBEAR_00016867,PB.4695.9
BBEAR_00016868,PB.4695.10
BBEAR_00018858,PB.4695.11
BBEAR_00018859,PB.4695.12
BBEAR_00016870,PB.4695.13
BBEAR_00018860,PB.4695.14
BBEAR_00016871,PB.4695.15
BBEAR_00016869,PB.4695.16
BBEAR_00016872,PB.4695.17
BBEAR_00016873,PB.4695.18
BBEAR_00016864,PB.4696.1
BBEAR_00016876,PB.4697.1
BBEAR_00016874,PB.4697.2
BBEAR_00016875,PB.4697.3
BBEAR_00016877,PB.4698.1
BBEAR_00016878,PB.4699.1
BBEAR_00016879,PB.4700.1
BBEAR_00016881,PB.4700.2
BBEAR_00016880,PB.4700.3
BBEAR_00016882,PB.4701.1
BBEAR_00016883,PB.4702.1
BBEAR_00016884,PB.4703.1
BBEAR_00016886,PB.4703.2
BBEAR_00016885,PB.4703.3
BBEAR_00018862,PB.4703.4
BBEAR_00018861,PB.4703.5
BBEAR_00018863,PB.4703.6
BBEAR_00018864,PB.4703.7
BBEAR_00018866,PB.4703.8
BBEAR_00018865,PB.4703.9
BBEAR_00016888,PB.4704.1
BBEAR_00016887,PB.4704.2
BBEAR_00016889,PB.4704.3
BBEAR_00016890,PB.4705.1
BBEAR_00018868,PB.4706.1
BBEAR_00018867,PB.4706.2
BBEAR_00018869,PB.4706.3
BBEAR_00018871,PB.4706.4
BBEAR_00018870,PB.4706.5
BBEAR_00018872,PB.4706.6
BBEAR_00018875,PB.4706.7
BBEAR_00018874,PB.4706.8
BBEAR_00018873,PB.4706.9
BBEAR_00018877,PB.4706.10
BBEAR_00018876,PB.4706.11
BBEAR_00016891,PB.4706.12
BBEAR_00018878,PB.4706.13
BBEAR_00018879,PB.4706.14
BBEAR_00018880,PB.4706.15
BBEAR_00018881,PB.4706.16
BBEAR_00018882,PB.4706.17
BBEAR_00018883,PB.4706.18
BBEAR_00016892,PB.4707.1
BBEAR_00016893,PB.4708.1
BBEAR_00016894,PB.4709.1
BBEAR_00016895,PB.4710.1
BBEAR_00016896,PB.4710.2
BBEAR_00016897,PB.4710.3
BBEAR_00016898,PB.4710.4
BBEAR_00016900,PB.4711.1
BBEAR_00016899,PB.4711.2
BBEAR_00018884,PB.4711.3
BBEAR_00016901,PB.4711.4
BBEAR_00016902,PB.4711.5
BBEAR_00016904,PB.4712.1
BBEAR_00016903,PB.4712.2
BBEAR_00016905,PB.4713.1
BBEAR_00018885,PB.4714.1
BBEAR_00016906,PB.4714.2
BBEAR_00018886,PB.4715.1
BBEAR_00016907,PB.4715.2
BBEAR_00016908,PB.4716.1
BBEAR_00016909,PB.4717.1
BBEAR_00016910,PB.4718.1
BBEAR_00016911,PB.4719.1
BBEAR_00016915,PB.4719.2
BBEAR_00016916,PB.4719.3
BBEAR_00016914,PB.4719.4
BBEAR_00016913,PB.4719.5
BBEAR_00016912,PB.4719.6
BBEAR_00016917,PB.4719.7
BBEAR_00016918,PB.4720.1
BBEAR_00016919,PB.4720.2
BBEAR_00018887,PB.4721.1
BBEAR_00016920,PB.4721.2
BBEAR_00016921,PB.4721.3
BBEAR_00018889,PB.4721.4
BBEAR_00018888,PB.4721.5
BBEAR_00016922,PB.4721.6
BBEAR_00018890,PB.4721.7
BBEAR_00016923,PB.4722.1
BBEAR_00016924,PB.4723.1
BBEAR_00016925,PB.4724.1
BBEAR_00016926,PB.4724.2
BBEAR_00016927,PB.4724.3
BBEAR_00016928,PB.4724.4
BBEAR_00016929,PB.4724.5
BBEAR_00016930,PB.4724.6
BBEAR_00016931,PB.4724.7
BBEAR_00016932,PB.4725.1
BBEAR_00016933,PB.4726.1
BBEAR_00016934,PB.4727.1
BBEAR_00016935,PB.4728.1
BBEAR_00016936,PB.4729.1
BBEAR_00018891,PB.4729.2
BBEAR_00016937,PB.4730.1
BBEAR_00016938,PB.4730.2
BBEAR_00016939,PB.4730.3
BBEAR_00016942,PB.4731.1
BBEAR_00016944,PB.4731.2
BBEAR_00016946,PB.4731.3
BBEAR_00016948,PB.4731.4
BBEAR_00016949,PB.4731.5
BBEAR_00016947,PB.4731.6
BBEAR_00016945,PB.4731.7
BBEAR_00016943,PB.4731.8
BBEAR_00016941,PB.4731.9
BBEAR_00016940,PB.4731.10
BBEAR_00018892,PB.4731.11
BBEAR_00018893,PB.4731.12
BBEAR_00018894,PB.4731.13
BBEAR_00018895,PB.4731.14
BBEAR_00018896,PB.4731.15
BBEAR_00016950,PB.4731.16
BBEAR_00016951,PB.4731.17
BBEAR_00016952,PB.4731.18
BBEAR_00016954,PB.4732.1
BBEAR_00016953,PB.4732.2
BBEAR_00016955,PB.4732.3
BBEAR_00018897,PB.4732.4
BBEAR_00018898,PB.4732.5
BBEAR_00018899,PB.4732.6
BBEAR_00016956,PB.4733.1
BBEAR_00016957,PB.4733.2
BBEAR_00016958,PB.4733.3
BBEAR_00016959,PB.4734.1
BBEAR_00016961,PB.4735.1
BBEAR_00016960,PB.4735.2
BBEAR_00016962,PB.4736.1
BBEAR_00018900,PB.4736.2
BBEAR_00016963,PB.4737.1
BBEAR_00016964,PB.4737.2
BBEAR_00018901,PB.4737.3
BBEAR_00018902,PB.4737.4
BBEAR_00016965,PB.4738.1
BBEAR_00016966,PB.4738.2
BBEAR_00016967,PB.4738.3
BBEAR_00016968,PB.4739.1
BBEAR_00016969,PB.4739.2
BBEAR_00018903,PB.4739.3
BBEAR_00018904,PB.4739.4
BBEAR_00018905,PB.4739.5
BBEAR_00018906,PB.4739.6
BBEAR_00018907,PB.4739.7
BBEAR_00016970,PB.4740.1
BBEAR_00016971,PB.4741.1
BBEAR_00018908,PB.4741.2
BBEAR_00018909,PB.4741.3
BBEAR_00018910,PB.4741.4
BBEAR_00018911,PB.4741.5
BBEAR_00018912,PB.4741.6
BBEAR_00016972,PB.4741.7
BBEAR_00016973,PB.4742.1
BBEAR_00016974,PB.4743.1
BBEAR_00018913,PB.4743.2
BBEAR_00016975,PB.4744.1
BBEAR_00016976,PB.4745.1
BBEAR_00018914,PB.4745.2
BBEAR_00016977,PB.4746.1
BBEAR_00018915,PB.4747.1
BBEAR_00018916,PB.4747.2
BBEAR_00018917,PB.4747.3
BBEAR_00018918,PB.4747.4
BBEAR_00018919,PB.4747.5
BBEAR_00016978,PB.4747.6
BBEAR_00018922,PB.4747.7
BBEAR_00018921,PB.4747.8
BBEAR_00018920,PB.4747.9
BBEAR_00016979,PB.4748.1
BBEAR_00016980,PB.4749.1
BBEAR_00018923,PB.4749.2
BBEAR_00018924,PB.4749.3
BBEAR_00018925,PB.4750.1
BBEAR_00016981,PB.4750.2
BBEAR_00016982,PB.4750.3
BBEAR_00016983,PB.4750.4
BBEAR_00016984,PB.4750.5
BBEAR_00016986,PB.4750.6
BBEAR_00016985,PB.4750.7
BBEAR_00016987,PB.4750.8
BBEAR_00016988,PB.4750.9
BBEAR_00016989,PB.4750.10
BBEAR_00016990,PB.4750.11
BBEAR_00016991,PB.4750.12
BBEAR_00018926,PB.4750.13
BBEAR_00018927,PB.4750.14
BBEAR_00018928,PB.4750.15
BBEAR_00018929,PB.4750.16
BBEAR_00018930,PB.4750.17
BBEAR_00018931,PB.4750.18
BBEAR_00018932,PB.4750.19
BBEAR_00018933,PB.4750.20
BBEAR_00018934,PB.4750.21
BBEAR_00018935,PB.4750.22
BBEAR_00018936,PB.4750.23
BBEAR_00018937,PB.4750.24
BBEAR_00018938,PB.4750.25
BBEAR_00018939,PB.4750.26
BBEAR_00018940,PB.4750.27
BBEAR_00018941,PB.4750.28
BBEAR_00018942,PB.4750.29
BBEAR_00018944,PB.4750.30
BBEAR_00018943,PB.4750.31
BBEAR_00018946,PB.4750.32
BBEAR_00018945,PB.4750.33
BBEAR_00018947,PB.4750.34
BBEAR_00018948,PB.4750.35
BBEAR_00018949,PB.4750.36
BBEAR_00018950,PB.4750.37
BBEAR_00018951,PB.4750.38
BBEAR_00018952,PB.4750.39
BBEAR_00018953,PB.4750.40
BBEAR_00018954,PB.4750.41
BBEAR_00018955,PB.4750.42
BBEAR_00018956,PB.4750.43
BBEAR_00018957,PB.4750.44
BBEAR_00018958,PB.4750.45
BBEAR_00016992,PB.4751.1
BBEAR_00016993,PB.4751.2
BBEAR_00016994,PB.4751.3
BBEAR_00016995,PB.4751.4
BBEAR_00018959,PB.4751.5
BBEAR_00016997,PB.4752.1
BBEAR_00018960,PB.4752.2
BBEAR_00016998,PB.4752.3
BBEAR_00018961,PB.4752.4
BBEAR_00016996,PB.4752.5
BBEAR_00016999,PB.4753.1
BBEAR_00017000,PB.4753.2
BBEAR_00017001,PB.4753.3
BBEAR_00017002,PB.4754.1
BBEAR_00017004,PB.4754.2
BBEAR_00017003,PB.4754.3
BBEAR_00017005,PB.4754.4
BBEAR_00017006,PB.4755.1
BBEAR_00017007,PB.4756.1
BBEAR_00017009,PB.4756.2
BBEAR_00017008,PB.4756.3
BBEAR_00017011,PB.4756.4
BBEAR_00017010,PB.4756.5
BBEAR_00017012,PB.4756.6
BBEAR_00017013,PB.4756.7
BBEAR_00017014,PB.4757.1
BBEAR_00017016,PB.4758.1
BBEAR_00017015,PB.4758.2
BBEAR_00017017,PB.4759.1
BBEAR_00017018,PB.4760.1
BBEAR_00017019,PB.4761.1
BBEAR_00018962,PB.4761.2
BBEAR_00017020,PB.4762.1
BBEAR_00017021,PB.4763.1
BBEAR_00017022,PB.4764.1
BBEAR_00018963,PB.4765.1
BBEAR_00017023,PB.4765.2
BBEAR_00018964,PB.4765.3
BBEAR_00018965,PB.4765.4
BBEAR_00018966,PB.4765.5
BBEAR_00017024,PB.4766.1
BBEAR_00017025,PB.4767.1
BBEAR_00018967,PB.4767.2
